State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Namakkal,Tiruchengode,Maize,Other,FAQ,20/02/2024,1900,2300,2100
"Tamil Nadu",Salem,Attur,Maize,Other,FAQ,20/02/2024,2200,2336,2250
"Tamil Nadu",Theni,Chinnamanur,Coconut,Medium,FAQ,20/02/2024,2400,2800,2600
"Tamil Nadu",Theni,Theni,"Bajra(Pearl Millet/Cumbu)",Small,FAQ,20/02/2024,2430,2580,2505
"Tamil Nadu",Theni,Theni,Jowar(Sorghum),"Jowar ( White)",FAQ,20/02/2024,3910,4190,4050
"Tamil Nadu",Villupuram,Chinnasalem,"Black Gram (Urd Beans)(Whole)",Other,FAQ,20/02/2024,4999,8709,6800
"Tamil Nadu",Villupuram,Kallakurichi,"Black Gram (Urd Beans)(Whole)",Other,FAQ,20/02/2024,8299,9413,8856
"Tamil Nadu",Villupuram,Tindivanam,Groundnut,Other,FAQ,20/02/2024,5400,8410,7510
"Tamil Nadu",Villupuram,Tindivanam,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,20/02/2024,9000,12898,11000
"Tamil Nadu",Villupuram,Vikkiravandi,"Black Gram (Urd Beans)(Whole)",Other,FAQ,20/02/2024,3999,9597,9009
"Tamil Nadu",Villupuram,Vikkiravandi,Paddy(Dhan)(Common),"B P T",FAQ,20/02/2024,1733,1733,1733
"Tamil Nadu",Villupuram,Vikkiravandi,Paddy(Dhan)(Common),Other,FAQ,20/02/2024,1558,1843,1733
"Tamil Nadu",Villupuram,Vikkiravandi,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,20/02/2024,13069,13069,13069
"Tamil Nadu",Villupuram,Vikkiravandi,"T.V. Cumbu",Other,FAQ,20/02/2024,5500,6062,6052
Telangana,Adilabad,Nirmal,Cotton,Bramha,FAQ,20/02/2024,6781,6885,6885
Telangana,Hyderabad,"Erragadda(Rythu Bazar)",Carrot,Carrot,FAQ,20/02/2024,2100,2100,2100
Telangana,Hyderabad,"Erragadda(Rythu Bazar)",Cauliflower,"African Sarson",FAQ,20/02/2024,1800,1800,1800
Telangana,Hyderabad,"Erragadda(Rythu Bazar)","Field Pea","Field Pea",FAQ,20/02/2024,4500,4500,4500
Telangana,Hyderabad,"Erragadda(Rythu Bazar)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,20/02/2024,4500,4500,4500
Telangana,Hyderabad,"Erragadda(Rythu Bazar)","Yam (Ratalu)",Other,FAQ,20/02/2024,6000,6000,6000
Telangana,Hyderabad,"Mahboob Manison",Cabbage,Cabbage,FAQ,20/02/2024,1200,2000,1600
Telangana,Hyderabad,"Mahboob Manison","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,20/02/2024,4000,4000,4000
Telangana,Karimnagar,Dharmaram,Paddy(Dhan)(Common),1001,FAQ,20/02/2024,2183,2183,2183
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),MTU-1010,FAQ,20/02/2024,2203,2203,2203
Telangana,Khammam,Burgampadu,Paddy(Dhan)(Common),"Samba Masuri",FAQ,20/02/2024,2203,2203,2203
Telangana,Mahbubnagar,Nagarkurnool(Talkapalli),Maize,Local,FAQ,20/02/2024,2090,2090,2090
Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),1001,FAQ,20/02/2024,2203,2203,2203
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Banana - Green","Banana - Green",FAQ,20/02/2024,1100,1100,1100
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Cauliflower,"African Sarson",FAQ,20/02/2024,1800,1800,1800
Telangana,"Ranga Reddy","Ramakrisnapuram,RBZ","Banana - Green","Banana - Green",FAQ,20/02/2024,900,900,900
Telangana,"Ranga Reddy",Sardarnagar,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,20/02/2024,9000,9200,9100
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)","Bitter gourd","Bitter Gourd",FAQ,20/02/2024,6000,6800,6400
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)","Green Chilli","Green Chilly",FAQ,20/02/2024,4400,4800,4600
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)",Tomato,Deshi,FAQ,20/02/2024,1800,2400,2000
Tripura,Gomati,Nutanbazar,Carrot,Carrot,FAQ,20/02/2024,3850,4000,3950
Tripura,Gomati,Nutanbazar,Potato,Local,FAQ,20/02/2024,2850,3000,2950
Tripura,Khowai,Teliamura,"Green Chilli","Green Chilly",FAQ,20/02/2024,7000,7200,7100
Tripura,"North Tripura",Dasda,Cauliflower,Cauliflower,FAQ,20/02/2024,3000,4000,3500
Tripura,"North Tripura",Dasda,Potato,Local,FAQ,20/02/2024,2000,2500,2250
Tripura,Sepahijala,Melaghar,Cabbage,Cabbage,FAQ,20/02/2024,700,900,800
Tripura,Sepahijala,Melaghar,Fish,Rahu(Local),FAQ,20/02/2024,26000,29000,28000
Tripura,Sepahijala,Melaghar,Paddy(Dhan)(Common),"Swarna Masuri (New)",FAQ,20/02/2024,2100,2150,2125
Tripura,Sepahijala,Melaghar,Rice,Fine,FAQ,20/02/2024,4450,4550,4500
Tripura,"South District",Barpathari,Brinjal,Round/Long,FAQ,20/02/2024,1900,2100,2000
Tripura,"West District",Champaknagar,Brinjal,Round/Long,FAQ,20/02/2024,4000,5000,4500
Tripura,"West District",Kamalghat,Cabbage,Cabbage,FAQ,20/02/2024,3000,4000,3500
"Uttar Pradesh",Agra,Achnera,"Bottle gourd","Bottle Gourd",FAQ,20/02/2024,1550,1650,1600
"Uttar Pradesh",Agra,Achnera,Cauliflower,Cauliflower,FAQ,20/02/2024,980,1060,1020
"Uttar Pradesh",Agra,Achnera,"Green Chilli","Green Chilly",FAQ,20/02/2024,2250,2320,2290
"Uttar Pradesh",Aligarh,Aligarh,"Barley (Jau)",Dara,FAQ,20/02/2024,2230,2270,2250
"Uttar Pradesh",Aligarh,Aligarh,Brinjal,Round,FAQ,20/02/2024,1500,1700,1600
"Uttar Pradesh",Aligarh,Aligarh,Cauliflower,Cauliflower,FAQ,20/02/2024,1000,1200,1100
"Uttar Pradesh",Aligarh,Aligarh,"Green Gram (Moong)(Whole)","Local (Whole)",FAQ,20/02/2024,8750,8850,8800
"Uttar Pradesh",Aligarh,Aligarh,Gur(Jaggery),Red,FAQ,20/02/2024,3750,3850,3800
"Uttar Pradesh",Aligarh,Aligarh,Mustard,Sarson(Black),FAQ,20/02/2024,4700,4850,4800
"Uttar Pradesh",Aligarh,Aligarh,Onion,Red,FAQ,20/02/2024,1500,1700,1600
"Uttar Pradesh",Aligarh,Aligarh,Raddish,Raddish,FAQ,20/02/2024,700,800,740
"Uttar Pradesh",Aligarh,Aligarh,Wheat,Dara,FAQ,20/02/2024,2420,2460,2440
"Uttar Pradesh",Aligarh,Atrauli,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,20/02/2024,2100,2300,2200
"Uttar Pradesh",Aligarh,Atrauli,Brinjal,Brinjal,FAQ,20/02/2024,1050,1150,1100
"Uttar Pradesh",Aligarh,Charra,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,20/02/2024,13850,13950,13900
"Uttar Pradesh",Aligarh,Charra,Banana,"Banana - Ripe",Medium,20/02/2024,2400,2500,2450
"Uttar Pradesh",Aligarh,Charra,"Bottle gourd","Bottle Gourd",FAQ,20/02/2024,1500,1700,1600
"Uttar Pradesh",Aligarh,Charra,Brinjal,Brinjal,FAQ,20/02/2024,1600,1700,1650
"Uttar Pradesh",Allahabad,Ajuha,Onion,Red,FAQ,20/02/2024,1420,1550,1480
"Uttar Pradesh",Allahabad,Ajuha,Pumpkin,Pumpkin,FAQ,20/02/2024,1470,1600,1540
"Uttar Pradesh",Allahabad,Ajuha,Raddish,Other,FAQ,20/02/2024,600,730,670
"Uttar Pradesh",Auraiya,Achalda,Banana,"Banana - Ripe",Medium,20/02/2024,2500,2650,2600
"Uttar Pradesh",Auraiya,Achalda,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,20/02/2024,5800,6000,5900
"Uttar Pradesh",Auraiya,Achalda,"Green Chilli","Green Chilly",FAQ,20/02/2024,2400,2540,2420
"Uttar Pradesh",Auraiya,Achalda,Gur(Jaggery),Red,FAQ,20/02/2024,3700,3850,3750
"Uttar Pradesh",Auraiya,Achalda,Maize,Yellow,FAQ,20/02/2024,2200,2300,2240
"Uttar Pradesh",Auraiya,Achalda,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,20/02/2024,2000,2200,2060
"Uttar Pradesh",Auraiya,Achalda,Pumpkin,Pumpkin,FAQ,20/02/2024,1300,1450,1400
"Uttar Pradesh",Auraiya,Auraiya,Carrot,Carrot,FAQ,20/02/2024,980,1150,1080
"Uttar Pradesh",Auraiya,Auraiya,"Mustard Oil","Mustard Oil",FAQ,20/02/2024,11800,12200,12020
"Uttar Pradesh",Azamgarh,Azamgarh,Apple,Delicious,Medium,20/02/2024,7275,7425,7350
"Uttar Pradesh",Azamgarh,Azamgarh,"Barley (Jau)",Dara,FAQ,20/02/2024,2165,2265,2215
"Uttar Pradesh",Azamgarh,Azamgarh,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,20/02/2024,8800,8910,8860
"Uttar Pradesh",Azamgarh,Azamgarh,Cauliflower,Cauliflower,FAQ,20/02/2024,1475,1625,1550
"Uttar Pradesh",Azamgarh,Azamgarh,Orange,Orange,Medium,20/02/2024,2475,2625,2550
"Uttar Pradesh",Azamgarh,Azamgarh,Potato,Desi,FAQ,20/02/2024,700,850,775
"Uttar Pradesh",Azamgarh,Azamgarh,Tomato,Hybrid,FAQ,20/02/2024,1575,1725,1650
"Uttar Pradesh",Badaun,Badayoun,Apple,Delicious,Medium,20/02/2024,7340,7540,7390
"Uttar Pradesh",Badaun,Badayoun,Brinjal,Brinjal,FAQ,20/02/2024,1400,1510,1440
"Uttar Pradesh",Badaun,Badayoun,Cabbage,Cabbage,FAQ,20/02/2024,1010,1120,1060
"Uttar Pradesh",Badaun,Badayoun,Capsicum,Capsicum,FAQ,20/02/2024,2730,2900,2795
"Uttar Pradesh",Badaun,Badayoun,Cauliflower,Cauliflower,FAQ,20/02/2024,1050,1160,1095
"Uttar Pradesh",Badaun,Badayoun,Lemon,Lemon,FAQ,20/02/2024,3930,4140,3990
"Uttar Pradesh",Badaun,Badayoun,Paddy(Dhan)(Common),Sarvati,FAQ,20/02/2024,2540,2630,2580
"Uttar Pradesh",Badaun,Bilsi,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,20/02/2024,2200,2300,2250
"Uttar Pradesh",Badaun,Bilsi,Cabbage,Cabbage,FAQ,20/02/2024,850,950,910
"Uttar Pradesh",Badaun,Bilsi,Gur(Jaggery),Red,FAQ,20/02/2024,3300,3400,3340
"Uttar Pradesh",Badaun,Bilsi,Potato,Local,FAQ,20/02/2024,550,650,610
"Uttar Pradesh",Badaun,Bilsi,Wheat,Dara,FAQ,20/02/2024,2450,2550,2500
"Uttar Pradesh",Badaun,Shahaswan,Apple,Apple,Medium,20/02/2024,6000,6500,6200
"Uttar Pradesh",Badaun,Shahaswan,Cauliflower,Cauliflower,FAQ,20/02/2024,950,1100,1000
"Uttar Pradesh",Badaun,Shahaswan,Pumpkin,Other,FAQ,20/02/2024,1000,1100,1050
"Uttar Pradesh",Badaun,Visoli,Wheat,Dara,FAQ,20/02/2024,2400,2400,2400
"Uttar Pradesh",Badaun,Wazirganj,Banana,"Banana - Ripe",Medium,20/02/2024,2740,2840,2795
"Uttar Pradesh",Badaun,Wazirganj,Brinjal,Round/Long,FAQ,20/02/2024,1350,1450,1400
"Uttar Pradesh",Badaun,Wazirganj,Pomegranate,Pomogranate,Medium,20/02/2024,7060,7160,7110
"Uttar Pradesh",Badaun,Wazirganj,Potato,Desi,FAQ,20/02/2024,590,670,630
"Uttar Pradesh",Baghpat,Baraut,Apple,"Kasmir/Shimla - II",Medium,20/02/2024,5000,5100,5050
"Uttar Pradesh",Baghpat,Baraut,Pumpkin,Pumpkin,FAQ,20/02/2024,700,800,750
"Uttar Pradesh",Baghpat,Khekda,Onion,Red,FAQ,20/02/2024,1400,1600,1500
"Uttar Pradesh",Ballia,Ballia,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,20/02/2024,6450,6500,6475
"Uttar Pradesh",Ballia,Ballia,Carrot,Carrot,FAQ,20/02/2024,1400,1450,1425
"Uttar Pradesh",Ballia,Ballia,Ginger(Green),"Green Ginger",FAQ,20/02/2024,7350,7410,7380
"Uttar Pradesh",Ballia,Ballia,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,20/02/2024,6870,6920,6890
"Uttar Pradesh",Ballia,Ballia,Tomato,Hybrid,FAQ,20/02/2024,1650,1700,1670
"Uttar Pradesh",Ballia,Rasda,"Bottle gourd","Bottle Gourd",FAQ,20/02/2024,1640,1800,1725
"Uttar Pradesh",Ballia,Rasda,Garlic,Average,FAQ,20/02/2024,14800,14940,14875
"Uttar Pradesh",Ballia,Rasda,Lemon,Lemon,FAQ,20/02/2024,3860,4020,3950
"Uttar Pradesh",Ballia,Rasda,Mustard,Mustard,FAQ,20/02/2024,5450,5600,5520
"Uttar Pradesh",Ballia,Rasda,Potato,Desi,FAQ,20/02/2024,620,770,700
"Uttar Pradesh",Ballia,Rasda,Raddish,Other,FAQ,20/02/2024,700,850,780
"Uttar Pradesh",Ballia,Rasda,Rice,III,FAQ,20/02/2024,2580,2730,2640
"Uttar Pradesh",Ballia,Rasda,Spinach,Spinach,FAQ,20/02/2024,910,1060,990
"Uttar Pradesh",Ballia,Rasda,Tomato,Deshi,FAQ,20/02/2024,1360,1490,1425
"Uttar Pradesh",Balrampur,Panchpedwa,"Banana - Green","Banana - Green",FAQ,20/02/2024,800,900,850
"Uttar Pradesh",Balrampur,Tulsipur,Brinjal,Round/Long,FAQ,20/02/2024,2110,2160,2130
"Uttar Pradesh",Balrampur,Tulsipur,Paddy(Dhan)(Common),Common,FAQ,20/02/2024,2075,2183,2100
"Uttar Pradesh",Banda,Banda,Tomato,Hybrid,FAQ,20/02/2024,1590,1720,1650
"Uttar Pradesh",Barabanki,Barabanki,Apple,Delicious,Medium,20/02/2024,7350,7450,7400
"Uttar Pradesh",Barabanki,Barabanki,"Bottle gourd","Bottle Gourd",FAQ,20/02/2024,1760,1860,1810
"Uttar Pradesh",Barabanki,Barabanki,Cabbage,Cabbage,FAQ,20/02/2024,1300,1400,1350
"Uttar Pradesh",Barabanki,Barabanki,Cauliflower,Cauliflower,FAQ,20/02/2024,1530,1630,1580
"Uttar Pradesh",Barabanki,Barabanki,Gur(Jaggery),Yellow,FAQ,20/02/2024,3940,4030,3990
"Uttar Pradesh",Barabanki,Barabanki,Mustard,Sarson(Black),FAQ,20/02/2024,5480,5530,5500
"Uttar Pradesh",Barabanki,Rudauli,Ginger(Green),"Green Ginger",FAQ,20/02/2024,7560,7660,7610
"Uttar Pradesh",Barabanki,Rudauli,Lemon,Lemon,FAQ,20/02/2024,3860,3960,3910
"Uttar Pradesh",Barabanki,Rudauli,Pomegranate,Pomogranate,Medium,20/02/2024,6510,6600,6560
"Uttar Pradesh",Barabanki,Safdarganj,Apple,Delicious,Medium,20/02/2024,7100,7200,7150
"Uttar Pradesh",Barabanki,Safdarganj,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,20/02/2024,13400,13500,13450
"Uttar Pradesh",Barabanki,Safdarganj,Gur(Jaggery),Yellow,FAQ,20/02/2024,3900,4050,4000
"Uttar Pradesh",Barabanki,Safdarganj,Onion,Red,FAQ,20/02/2024,1600,1650,1630
"Uttar Pradesh",Barabanki,Safdarganj,Rice,III,FAQ,20/02/2024,2650,2750,2700
"Uttar Pradesh",Bareilly,Anwala,Potato,Desi,FAQ,20/02/2024,600,700,650
"Uttar Pradesh",Basti,Basti,"Banana - Green","Banana - Green",FAQ,20/02/2024,1600,1700,1650
"Uttar Pradesh",Basti,Basti,Grapes,Green,Medium,20/02/2024,4300,4400,4350
"Uttar Pradesh",Basti,Basti,"Mousambi(Sweet Lime)",Mousambi,Medium,20/02/2024,3200,3400,3300
"Uttar Pradesh",Basti,Basti,Peas(Dry),Peas(Dry),FAQ,20/02/2024,5400,5600,5525
"Uttar Pradesh","Bhadohi(Sant Ravi Nagar)",Gopiganj,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,20/02/2024,6400,6460,6430
"Uttar Pradesh","Bhadohi(Sant Ravi Nagar)",Gopiganj,Ginger(Green),"Green Ginger",FAQ,20/02/2024,7370,7470,7420
"Uttar Pradesh","Bhadohi(Sant Ravi Nagar)",Gopiganj,"Green Peas","Gemin Peas Dal",FAQ,20/02/2024,1770,1870,1820
"Uttar Pradesh","Bhadohi(Sant Ravi Nagar)",Gopiganj,Pumpkin,Other,FAQ,20/02/2024,1500,1560,1530
"Uttar Pradesh","Bhadohi(Sant Ravi Nagar)",Gopiganj,Tomato,Deshi,FAQ,20/02/2024,1540,1640,1590
"Uttar Pradesh","Bhadohi(Sant Ravi Nagar)",Gopiganj,Wheat,Dara,FAQ,20/02/2024,2460,2560,2510
"Uttar Pradesh",Bijnor,Bijnaur,Onion,Red,FAQ,20/02/2024,1370,1550,1420
"Uttar Pradesh",Bijnor,Nagina,Brinjal,Round/Long,FAQ,20/02/2024,1000,2000,1500
"Uttar Pradesh",Bijnor,Nagina,Potato,Desi,FAQ,20/02/2024,600,800,700
"Uttar Pradesh",Bulandshahar,Gulavati,"Bhindi(Ladies Finger)",Other,FAQ,20/02/2024,2400,2600,2500
"Uttar Pradesh",Bulandshahar,Gulavati,Cauliflower,Cauliflower,FAQ,20/02/2024,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Gulavati,"Green Chilli","Green Chilly",FAQ,20/02/2024,1600,1800,1700
"Uttar Pradesh",Bulandshahar,Gulavati,Onion,Red,FAQ,20/02/2024,3000,3200,3100
"Uttar Pradesh",Bulandshahar,Jahangirabad,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,20/02/2024,14000,14230,14110
"Uttar Pradesh",Bulandshahar,Jahangirabad,"Banana - Green","Banana - Green",FAQ,20/02/2024,1660,1870,1765
"Uttar Pradesh",Bulandshahar,Jahangirabad,Brinjal,Round/Long,FAQ,20/02/2024,1800,2000,1900
"Uttar Pradesh",Bulandshahar,Jahangirabad,Gur(Jaggery),Yellow,FAQ,20/02/2024,3540,3750,3645
"Uttar Pradesh",Bulandshahar,Jahangirabad,Onion,Red,FAQ,20/02/2024,1275,1485,1380
"Uttar Pradesh",Bulandshahar,Jahangirabad,Raddish,Raddish,FAQ,20/02/2024,770,980,875
"Uttar Pradesh",Bulandshahar,Jahangirabad,Tomato,Deshi,FAQ,20/02/2024,1400,1610,1500
"Uttar Pradesh",Bulandshahar,Jahangirabad,Wheat,Dara,FAQ,20/02/2024,2315,2330,2330
"Uttar Pradesh",Bulandshahar,Khurja,Carrot,Carrot,FAQ,20/02/2024,1150,1250,1200
"Uttar Pradesh",Bulandshahar,Khurja,Cucumbar(Kheera),Cucumbar,FAQ,20/02/2024,1900,2100,2000
"Uttar Pradesh",Bulandshahar,Khurja,"Field Pea","Field Pea",FAQ,20/02/2024,2030,2230,2130
"Uttar Pradesh",Bulandshahar,Khurja,Papaya,Papaya,Medium,20/02/2024,1620,1820,1720
"Uttar Pradesh",Bulandshahar,Khurja,Rice,III,FAQ,20/02/2024,2900,3100,3010
"Uttar Pradesh",Bulandshahar,Khurja,Wheat,Dara,FAQ,20/02/2024,2310,2400,2360
"Uttar Pradesh",Bulandshahar,Sikanderabad,Tomato,Deshi,FAQ,20/02/2024,1400,1600,1500
"Uttar Pradesh",Bulandshahar,Sikarpur,"Bhindi(Ladies Finger)",Bhindi,FAQ,20/02/2024,3600,4000,3800
"Uttar Pradesh",Bulandshahar,Sikarpur,"Bitter gourd","Bitter Gourd",FAQ,20/02/2024,3600,4000,3800
"Uttar Pradesh",Bulandshahar,Sikarpur,Brinjal,Round/Long,FAQ,20/02/2024,1400,1600,1500
"Uttar Pradesh",Bulandshahar,Sikarpur,Carrot,Carrot,FAQ,20/02/2024,700,800,750
"Uttar Pradesh",Bulandshahar,Sikarpur,Potato,Potato,FAQ,20/02/2024,500,700,600
"Uttar Pradesh",Chandauli,Chandoli,Brinjal,Round/Long,FAQ,20/02/2024,2150,2250,2200
"Uttar Pradesh",Chandauli,Chandoli,Garlic,Average,FAQ,20/02/2024,15050,15150,15100
"Uttar Pradesh",Chandauli,Chandoli,"Green Chilli","Green Chilly",FAQ,20/02/2024,1850,1950,1900
"Uttar Pradesh",Chandauli,Chandoli,Gur(Jaggery),Red,FAQ,20/02/2024,4415,4435,4425
"Uttar Pradesh",Chandauli,Chandoli,Mustard,"Lohi Black",FAQ,20/02/2024,5460,5500,5480
"Uttar Pradesh",Chandauli,Chandoli,Pumpkin,Pumpkin,FAQ,20/02/2024,1610,1710,1660
"Uttar Pradesh",Chandauli,Chandoli,Rice,III,FAQ,20/02/2024,2660,2690,2670
"Uttar Pradesh",Chitrakut,Karvi,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,20/02/2024,9600,9800,9700
"Uttar Pradesh",Chitrakut,Karvi,Mustard,"Lohi Black",FAQ,20/02/2024,4600,5455,4800
"Uttar Pradesh",Chitrakut,Karvi,Rice,III,FAQ,20/02/2024,2700,3000,2800
"Uttar Pradesh",Chitrakut,Karvi,Tomato,Deshi,FAQ,20/02/2024,1600,1690,1650
"Uttar Pradesh",Etah,Etah,Banana,"Banana - Ripe",Medium,20/02/2024,2000,2500,2330
"Uttar Pradesh",Etah,Etah,"Bottle gourd","Bottle Gourd",FAQ,20/02/2024,1250,1800,1400
"Uttar Pradesh",Etah,Etah,Cauliflower,Cauliflower,FAQ,20/02/2024,900,1300,1050
"Uttar Pradesh",Etah,Etah,Onion,Red,FAQ,20/02/2024,1400,1800,1540
"Uttar Pradesh",Etah,Etah,Potato,Desi,FAQ,20/02/2024,550,700,665
"Uttar Pradesh",Etah,Kasganj,Apple,"Kasmir/Shimla - II",Large,20/02/2024,7000,7600,7250
"Uttar Pradesh",Etah,Kasganj,Maize,Yellow,FAQ,20/02/2024,2000,2350,2090
"Uttar Pradesh",Etah,Kasganj,Potato,Desi,FAQ,20/02/2024,600,830,700
"Uttar Pradesh",Etah,Kasganj,Rice,III,FAQ,20/02/2024,2700,3300,2900
"Uttar Pradesh",Etawah,Bharthna,Onion,Red,FAQ,20/02/2024,1400,1600,1500
"Uttar Pradesh",Etawah,Bharthna,Potato,Desi,FAQ,20/02/2024,850,1050,950
"Uttar Pradesh",Etawah,Jasvantnagar,Cabbage,Cabbage,FAQ,20/02/2024,870,970,920
"Uttar Pradesh",Etawah,Jasvantnagar,Cauliflower,Cauliflower,FAQ,20/02/2024,1450,1550,1500
"Uttar Pradesh",Etawah,Jasvantnagar,Grapes,Green,Medium,20/02/2024,2765,2865,2815
"Uttar Pradesh",Etawah,Jasvantnagar,Papaya,Papaya,Medium,20/02/2024,2070,2170,2120
"Uttar Pradesh",Etawah,Jasvantnagar,Potato,Potato,FAQ,20/02/2024,900,1100,1000
"Uttar Pradesh",Faizabad,Faizabad,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,20/02/2024,6700,6810,6770
"Uttar Pradesh",Faizabad,Faizabad,Mustard,Sarson(Black),FAQ,20/02/2024,5500,5550,5530
"Uttar Pradesh",Faizabad,Faizabad,Sugar,Chini,FAQ,20/02/2024,3990,4050,4020
"Uttar Pradesh",Faizabad,Faizabad,Wheat,Dara,FAQ,20/02/2024,2580,2660,2630
"Uttar Pradesh",Farukhabad,Farukhabad,Banana,"Banana - Ripe",Medium,20/02/2024,2400,2600,2500
"Uttar Pradesh",Farukhabad,Farukhabad,Onion,Red,FAQ,20/02/2024,1400,1650,1550
"Uttar Pradesh",Farukhabad,Farukhabad,Tomato,Hybrid,FAQ,20/02/2024,1600,1750,1650
"Uttar Pradesh",Farukhabad,Kayamganj,Apple,Delicious,Medium,20/02/2024,6950,7050,7000
"Uttar Pradesh",Farukhabad,Kayamganj,Pumpkin,Pumpkin,FAQ,20/02/2024,1400,1500,1450
"Uttar Pradesh",Fatehpur,Fatehpur,Apple,Delicious,Medium,20/02/2024,7200,7400,7300
"Uttar Pradesh",Fatehpur,Fatehpur,Garlic,Garlic,FAQ,20/02/2024,13700,13900,13800
"Uttar Pradesh",Fatehpur,Jahanabad,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,20/02/2024,2205,2207,2206
"Uttar Pradesh",Firozabad,Tundla,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,20/02/2024,2245,2275,2265
"Uttar Pradesh",Firozabad,Tundla,Cauliflower,Cauliflower,FAQ,20/02/2024,1085,1120,1100
"Uttar Pradesh","Gautam Budh Nagar",Dadri,"Banana - Green","Banana - Green",FAQ,20/02/2024,1730,1930,1830
"Uttar Pradesh","Gautam Budh Nagar",Dadri,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,20/02/2024,9600,10000,9800
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Brinjal,Round/Long,FAQ,20/02/2024,2000,2200,2100
"Uttar Pradesh","Gautam Budh Nagar",Dadri,"Green Chilli","Green Chilly",FAQ,20/02/2024,2000,2200,2100
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Papaya,Papaya,Medium,20/02/2024,1600,1800,1700
"Uttar Pradesh","Gautam Budh Nagar",Dadri,Tomato,Deshi,FAQ,20/02/2024,1500,1900,1700
"Uttar Pradesh","Gautam Budh Nagar",Dadri,"White Peas","White Peas",FAQ,20/02/2024,5600,6000,5800
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Bottle gourd","Bottle Gourd",FAQ,20/02/2024,2350,2450,2400
"Uttar Pradesh",Ghaziabad,Ghaziabad,Guava,Guava,Medium,20/02/2024,2800,2900,2850
"Uttar Pradesh",Ghaziabad,Ghaziabad,"Mousambi(Sweet Lime)",Mousambi,Medium,20/02/2024,3150,3250,3200
"Uttar Pradesh",Ghaziabad,Ghaziabad,Papaya,Papaya,Medium,20/02/2024,1700,1800,1750
"Uttar Pradesh",Ghazipur,Gazipur,Apple,Delicious,Medium,20/02/2024,7300,7500,7400
"Uttar Pradesh",Ghazipur,Gazipur,Ginger(Green),"Green Ginger",FAQ,20/02/2024,7500,7555,7525
"Uttar Pradesh",Ghazipur,Gazipur,"Lentil (Masur)(Whole)","Kala Masoor New",FAQ,20/02/2024,6870,6930,6900
"Uttar Pradesh",Ghazipur,Gazipur,"Mousambi(Sweet Lime)",Mousambi,Medium,20/02/2024,3270,3330,3300
"Uttar Pradesh",Ghazipur,Gazipur,Rice,Fine,FAQ,20/02/2024,4120,4180,4150
"Uttar Pradesh",Ghazipur,Gazipur,Tomato,Hybrid,FAQ,20/02/2024,1570,1630,1600
"Uttar Pradesh",Gorakhpur,Chorichora,"Banana - Green","Banana - Green",FAQ,20/02/2024,2100,2180,2150
"Uttar Pradesh",Gorakhpur,Chorichora,Potato,Red,FAQ,20/02/2024,1180,1220,1200
"Uttar Pradesh",Gorakhpur,Chorichora,Rice,III,FAQ,20/02/2024,2100,2210,2180
"Uttar Pradesh",Gorakhpur,Gorakhpur,Cabbage,Cabbage,FAQ,20/02/2024,1200,1300,1250
"Uttar Pradesh",Gorakhpur,Gorakhpur,Pomegranate,Pomogranate,Medium,20/02/2024,5675,6025,5825
"Uttar Pradesh",Gorakhpur,Gorakhpur,Tomato,Hybrid,FAQ,20/02/2024,1600,1850,1700
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Carrot,Carrot,FAQ,20/02/2024,900,1200,1000
